restaurantID,name,location,reviewCount,rating,categories,address,Latitude,Longitude,Hours,GoodforKids,AcceptsCreditCards,Parking,Attire,GoodforGroups,PriceRange,TakesReservations,Delivery,Takeout,WaiterService,OutdoorSeating,WiFi,GoodFor,Alcohol,NoiseLevel,Ambience,HasTV,Caters,WheelchairAccessible,webSite,phoneNumber,filReviewCount
CbmDIicYRO-Ah9YqcMTq7g,Alonti Cafe,"Alonti Cafe - The Loop - Chicago, IL",5,3,"Restaurants, Fast Food, METADATA","401 S Lasalle St Chicago, IL 60605 ",41.876543,-87.631518,,No,Yes,,Casual,No,$,No,Yes,Yes,No,No,,,No,Average,,No,Yes,,http://www.alonti.com,(312) 786-4668,0
cfHL5xepz4T2WAAwXzE4Mw,Finkls Deli,"Finkls Deli - CLOSED - The Loop - Chicago, IL",6,3,"Restaurants, Delis, METADATA","400 S Financial Pl (between Congress Pky & Van Buren St) Chicago, IL 60605 ",41.876644,-87.633297,,No,Yes,,Casual,No,$,No,No,Yes,No,No,,,,,,,,Yes,,(312) 360-9911,0
CGEuI2AOrlm7uGf9XSTh3g,Arby's,"Arby's - The Loop - Chicago, IL",14,3,"Restaurants, Fast Food, METADATA","20 E Jackson Blvd (between State St & Wabash Ave) Chicago, IL 60604 ",41.878428,-87.626818,,Yes,Yes,,Casual,Yes,$,No,No,Yes,No,No,,"Lunch, Dinner",No,Average,,No,,Yes,http://arbys.com,(312) 427-2523,4
Cgp5TC32OpO9Vg3Ak0vnrg,Simply Thalia,"Simply Thalia - The Loop - Chicago, IL",66,2,"Restaurants, Asian Fusion, METADATA","108 N State St Block 37 - Pedway Level (between Washington St & Court Pl) Chicago, IL 60602 ",41.88351,-87.628757,Mon-Fri 10:30 am - 8:30 pm Sat 12 pm - 8 pm,No,Yes,Garage,Casual,Yes,$$,Yes,Yes,Yes,Yes,No,No,Lunch,No,Average,Casual,No,Yes,Yes,http://simplythalias.com,(312) 750-9098,70
CIdNaZgNsZN-NYDNgkTO_A,Dunkin' Donuts,"Dunkin' Donuts - The Loop - Chicago, IL",6,4,"Restaurants, Food, Donuts, METADATA","205 W Randolph St (between Franklin St & Wells St) Chicago, IL 60606 ",41.884241,-87.634111,,Yes,Yes,,Casual,No,$,No,No,Yes,No,Yes,,,No,Quiet,,No,,,http://www.dunkindonuts.com,(312) 641-3371,0
CjpNrMCMOvUOnLhRnCCBcg,Wisma,"Wisma - The Loop - Chicago, IL",10,4,"Restaurants, American (New), Italian, METADATA","The French Market Ogilvie Station Chicago, IL 60606",41.884137,-87.640973,Mon-Fri 11:30 am - 7 pm Sat 12 pm - 7 pm,No,Yes,,Casual,No,$,No,No,Yes,No,No,,,No,Average,,No,,,http://www.wisma.us,(312) 382-1805,0
CkBkSh2KdwQhkEeIEQKv_w,BackStage Bistro,"BackStage Bistro - The Loop - Chicago, IL",16,4,"Restaurants, American (New), Education, Specialty Schools, Cooking Schools, METADATA","180 N Wabash Ave Chicago, IL 60601 ",41.885519,-87.626548,Wed-Fri 11:30 am - 1 pm Wed-Fri 5:30 pm - 7 pm,Yes,Yes,,Casual,Yes,$$,Yes,No,No,Yes,No,,Lunch,Full Bar,Quiet,,No,Yes,Yes,,(312) 777-7800,3
cKBsDV2zyOpmgjDANJl3fw,Alain's,"Alain's - Near Southside - Chicago, IL",7,4,"Restaurants, Southern, French, METADATA","1355 S Michigan Ave (between 13th St & 14th St) Chicago, IL 60605 ",41.864325,-87.623761,,,,,,,,,,,,No,,,,Average,,,,,http://www.alainsets.com/,(312) 922-1186,2
cKZNbMvoqJaUe7n6lf6i7w,Wildberry Cafe,"Wildberry Cafe - The Loop - Chicago, IL",193,4,"Restaurants, Breakfast & Brunch, METADATA","130 E Randolph St (between Beaubien Ct & Stetson Ave) Chicago, IL 60601 ",41.884916,-87.623124,Mon-Sun 6:30 am - 2:30 pm,Yes,Yes,Street,Casual,Yes,$$,Yes,No,Yes,Yes,Yes,,"Breakfast, Brunch",No,Average,Casual,No,Yes,,http://wildberrycafe.com,(312) 938-9777,28
cLeooB50VE0KcE66_B4seA,Americana Submarine,"Americana Submarine - The Loop - Chicago, IL",13,2,"Restaurants, Sandwiches, METADATA","400 S Clark St (between Congress Pky & Van Buren St) Chicago, IL 60605 ",41.876666,-87.630943,Mon-Sun 12 am - 12 am,Yes,Yes,,Casual,Yes,$,Yes,Yes,Yes,No,No,,Lunch,No,,,,,Yes,http://www.americanasubmarine.com,(312) 922-1275,4
cLszNT--aCGja_637vJnLw,Silk Road Jackson,"Silk Road Jackson - CLOSED - The Loop - Chicago, IL",37,4,"Restaurants, Chinese, METADATA","216 W Jackson Blvd Ste 1 (between Franklin St & Wells St) Chicago, IL 60606 ",41.878466,-87.634525,,No,Yes,Street,Casual,No,$,No,No,Yes,No,No,No,Lunch,No,Quiet,,No,,Yes,,(312) 201-0775,3
cmBSH_mNlh0Pw6_eNHCjLQ,Avanti CaffÃ©,"Avanti CaffÃ© - The Loop - Chicago, IL",44,4,"Restaurants, Italian, Sandwiches, METADATA","200 W Jackson Blvd (between Franklin St & Wells St) Chicago, IL 60606 ",41.878381,-87.634139,Mon-Fri 6:30 am - 5 pm Sat 9 am - 4 pm,Yes,Yes,Street,Casual,Yes,$,No,No,Yes,No,No,Free,Lunch,No,Average,Casual,Yes,Yes,Yes,http://www.avanticaffe.com,(312) 957-1301,3
CMWLbsd_KKKJAQDIYUw5kg,Pita Belly,"Pita Belly - South Loop - Chicago, IL",11,3,"Restaurants, Middle Eastern, METADATA","606 S Wabash Ave (between Balbo Ave & Harrison St) Chicago, IL 60605 ",41.874092,-87.626209,,Yes,Yes,Street,Casual,Yes,$$,No,No,Yes,No,No,No,,No,Average,,No,,,http://www.pitabelly.com,(312) 922-7482,3
cn5Ulj595eWRUbQ_y00qeQ,Toro Sushi Express,"Toro Sushi Express - The Loop - Chicago, IL",28,4,"Restaurants, Sushi Bars, METADATA","201 N Clark St (between Haddock Pl & Lake St) Chicago, IL 60601 ",41.886096,-87.630399,,,Yes,,Casual,Yes,$,No,No,Yes,No,No,,Lunch,No,,,,,Yes,,(312) 781-6991,0
CsDmMv1n9_roBhGmRvk02A,Lloyd's Chicago,"Lloyd's Chicago - The Loop - Chicago, IL",65,3,"Restaurants, Seafood, Steakhouses, METADATA","1 S Wacker Dr (between Arcade Pl & Dearborn St) Chicago, IL 60606 ",41.88152,-87.63599,,No,Yes,Garage,Casual,Yes,$$,Yes,No,Yes,Yes,Yes,,"Lunch, Dinner",Full Bar,,,,,Yes,http://www.lloydschicago.com,(312) 407-6900,6
cW7X-3ZGv0nTwIgJ82R3dA,Berghoff CafÃ©,"Berghoff CafÃ© - The Loop - Chicago, IL",99,4,"Restaurants, German, American (New), Polish, METADATA","17 W Adams St (between Dearborn St & State St) Chicago, IL 60603 ",41.879292,-87.628397,Mon-Fri 11 am - 2:30 pm,Yes,Yes,Street,Casual,Yes,$$,Yes,No,Yes,Yes,No,No,Lunch,Full Bar,Average,Casual,No,,Yes,http://www.theberghoff.com/cafe/deâ€¦,(312) 427-7399,4
CwPi6NVuJIZZx4IBcTekFQ,Yolk,"Yolk - South Loop - Chicago, IL",727,4,"Restaurants, Breakfast & Brunch, American (Traditional)","1120 S Michigan Ave (between 11th St & Roosevelt Rd) Chicago, IL 60605 ",41.868863,-87.624566,Mon-Fri 6 am - 3 pm Sat-Sun 7 am - 3 pm,Yes,Yes,"Garage, Street, Validated",Casual,Yes,$$,No,No,Yes,Yes,No,No,Breakfast,No,Average,Casual,No,No,Yes,http://www.eatyolk.com,(312) 789-9655,107
cxAkuwv7p4gm4Coixw7h9A,Lou Malnati's Pizzeria,"Lou Malnati's Pizzeria - South Loop - Chicago, IL",374,4,"Restaurants, Pizza, METADATA","805 S State St (between 8th St & Polk St) Chicago, IL 60605 ",41.871492,-87.627127,Mon-Thu 11 am - 11 pm Fri-Sat 11 am - 12 am Sun 12 pm - 10 pm,Yes,Yes,Street,Casual,Yes,$$,No,Yes,Yes,Yes,Yes,No,"Lunch, Dinner",Beer & Wine Only,Average,Casual,Yes,Yes,Yes,http://www.loumalnatis.com,(312) 786-1000,58
cxMvBU1TX8ZzhAZN3L6Pqw,Pazzo's @ 311,"Pazzo's @ 311 - The Loop - Chicago, IL",54,4,"Restaurants, Mediterranean, METADATA","311 S Wacker Dr (between Jackson Blvd & Franklin St) Chicago, IL 60606 ",41.877454,-87.636156,Mon-Fri 11 am - 6:30 pm,No,Yes,Private Lot,Casual,Yes,$$,Yes,Yes,Yes,Yes,No,Free,Lunch,Full Bar,Average,,Yes,No,Yes,http://www.pazzos311.com,(312) 913-1600,15
c_WNnSkn1mswpwXUQPzX0g,Haute Sausage,"Haute Sausage - The Loop - Chicago, IL",46,4,"Restaurants, Food Stands, Sandwiches, METADATA","Chicago, IL 60606",41.881777,-87.637146,,Yes,Yes,,Casual,Yes,$,No,Yes,Yes,No,Yes,No,Lunch,No,Average,,No,,,http://www.hautesausage.com,(312) 269-5300,8
D0BKmF373uEMzVN8up9wAg,Potbelly Sandwich Shop,"Potbelly Sandwich Shop - The Loop - Chicago, IL",25,4,"Restaurants, Sandwiches, METADATA","55 W Monroe St (between Wabash Ave & Michigan Ave) Chicago, IL 60603 ",41.880346,-87.629782,,Yes,Yes,"Garage, Street",Casual,Yes,$,No,Yes,Yes,No,Yes,Free,Lunch,No,Loud,,No,Yes,Yes,http://www.potbelly.com,(312) 577-0070,4
d3vB9xT89ZVfSS6_n-8BWA,Tokyo Lunch Boxes & Catering,"Tokyo Lunch Boxes & Catering - The Loop - Chicago, IL",105,4,"Restaurants, Sushi Bars, Japanese, Event Planning & Services, Caterers, METADATA","37 N Wells St Chicago, IL 60606 ",41.882695,-87.633638,Mon-Fri 7 am - 5 pm,No,Yes,Street,Casual,No,$,No,No,Yes,No,No,No,Lunch,No,Average,Casual,No,Yes,Yes,http://tokyolunchboxncatering.com,(312) 551-0797,2
D6MWQfG-roA9XOJzZpeSzQ,Coco's Famous Deep Fried Lobster,"Coco's Famous Deep Fried Lobster - The Loop - Chicago, IL",15,4,"Restaurants, Seafood, METADATA","426 S Clark St (between Van Buren St & Congress Pky) Chicago, IL 60605 ",41.876246,-87.631096,,Yes,Yes,,Casual,Yes,$$,No,Yes,Yes,No,No,,Lunch,No,Average,,No,Yes,Yes,http://www.cocoslobsters.com,(312) 786-2070,1
D6S4CAsbUuxXC90_gm22RQ,California Pizza Kitchen,"California Pizza Kitchen - CLOSED - The Loop - Chicago, IL",22,4,"Restaurants, Pizza, METADATA","30 N La Salle St Ste 2024 (between Washington St & Calhoun Pl) Chicago, IL 60602 ",41.882784,-87.632922,,Yes,Yes,Street,Casual,Yes,$$,No,Yes,Yes,Yes,Yes,,Lunch,No,,,,,Yes,,(312) 920-9662,1
djloNcOAF7ZXmbVBTmz7vg,Hong Kong Cafe,"Hong Kong Cafe - CLOSED - The Loop - Chicago, IL",31,4,"Restaurants, Chinese, METADATA","5 S Wabash Ave Ste 300 Chicago, IL 60603 ",41.881875,-87.625807,,Yes,Yes,,Casual,Yes,$$,Yes,Yes,Yes,Yes,No,,"Lunch, Dinner",No,Quiet,,No,,Yes,http://www.chicagohkcafe.com,(312) 726-8830,2
dKrooQMq0gwDtrvAzfDlog,The Zodiac Room,"The Zodiac Room - Near North Side - Chicago, IL",20,4,"Restaurants, American (Traditional), METADATA","737 N Michigan Ave 4th Fl Chicago, IL 60601 ",41.896033,-87.623824,,No,,,,No,$$,,,,,No,,,,Quiet,,,,Yes,http://www.neimanmarcus.com/store/â€¦,(312) 642-5900,1
dlQAs-cwYcpLZtuDOn-j0Q,Pockets,"Pockets - The Loop - Chicago, IL",28,3,"Restaurants, Vegetarian, Sandwiches, METADATA","309 W Lake St (between Franklin St & Wacker Dr) Chicago, IL 60606 ",41.885608,-87.636089,,Yes,Yes,,Casual,No,$,No,Yes,Yes,No,No,,,No,,,Yes,,,http://www.pocketsonline.com/,(312) 641-0949,0
dMEr_XitO-5S_ezNC6EYZQ,Morton's The Steakhouse,"Morton's The Steakhouse - The Loop - Chicago, IL",152,4,"Restaurants, Steakhouses, American (Traditional), METADATA","65 East Wacker Place (between Wabash Ave & Lower Wacker Dr) Chicago, IL 60601 ",41.886616,-87.625541,Mon-Fri 11:30 am - 11 pm Sat 5 pm - 11 pm Sun 5 pm - 10 pm,No,Yes,Valet,Dressy,Yes,$$$$,Yes,No,Yes,Yes,No,No,Dinner,Full Bar,Average,Classy,Yes,,Yes,http://www.mortons.com/wacker,(312) 201-0410,29
dNMlgVvlmUA8e4r5qhm5aA,Baja Fresh,"Baja Fresh - CLOSED - The Loop - Chicago, IL",17,4,"Restaurants, Mexican, METADATA","180 N Michigan Ave (at Lake St) Chicago, IL 60601 ",41.885598,-87.625001,,,,,,,,,,,,,,,,,,,,,,(312) 223-8590,0
DNy0sRymG0_nN-9KjU2FFQ,Townhouse Restaurant & Wine Bar,"Townhouse Restaurant & Wine Bar - The Loop - Chicago, IL",69,3,"Restaurants, American (New), Nightlife, Bars, Wine Bars, METADATA","111 S Wacker Dr (between Monroe St & Washington St) Chicago, IL 60606 ",41.880289,-87.636452,Mon-Fri 11 am - 9 pm,No,Yes,,Casual,Yes,$$,Yes,No,No,Yes,Yes,,Lunch,Full Bar,Average,Upscale,Yes,,Yes,http://www.restaurants-america.com,(312) 948-8240,9
doMpF2X9a2F8WoQH78ZL4w,III Forks Prime Steakhouse,"III Forks Prime Steakhouse - The Loop - Chicago, IL",70,4,"Restaurants, Seafood, Steakhouses, METADATA","180 N Field Blvd Chicago, IL 60601",41.885411,-87.617712,Mon-Thu 5 pm - 11 pm Fri-Sat 5 pm - 12 am Sun 5 pm - 10 pm,No,Yes,Valet,Dressy,Yes,$$$,Yes,No,Yes,Yes,Yes,Free,Dinner,Full Bar,Average,"Classy, Upscale",Yes,Yes,,http://www.iiiforks.com,(312) 938-4303,24
dpzi0gv6hWh6S_KOdtQDzQ,Zapatista,"Zapatista - Near Southside - Chicago, IL",526,4,"Restaurants, Mexican, Latin American, METADATA","1307 S Wabash Ave (between 13th St & 14th St) Chicago, IL 60605 ",41.865442,-87.625309,Mon-Thu 11:30 am - 10 pm Fri-Sat 11:30 am - 11 pm Sun 12 pm - 9 pm,Yes,Yes,Street,Casual,Yes,$$,Yes,No,Yes,Yes,Yes,No,Dinner,Full Bar,Average,Casual,Yes,Yes,Yes,http://www.zapatistarestaurant.com,(312) 435-1307,58
dVCY7bSTZPIH8rhXEKB5nQ,Arby's,"Arby's - The Loop - Chicago, IL",9,3,"Restaurants, Fast Food, METADATA","100 W Randolph St (between Michigan Ave & Beaubien Ct) Chicago, IL 60601 ",41.885153,-87.631672,,Yes,Yes,,Casual,Yes,$,No,No,Yes,No,No,,,No,,,,,Yes,http://www.arbys.com,(312) 419-8920,1
dy8tzkfSnDUJhaAHze7ROQ,Tamalefoodie,"Tamalefoodie - Near West Side - Chicago, IL",7,4,"Restaurants, Food Stands, Food, Specialty Food, Ethnic Food, METADATA","324 N Leavitt Chicago, IL 60606 ",41.887835,-87.682447,Mon-Fri 11 am - 10 pm,No,Yes,,Casual,No,$,No,Yes,Yes,No,Yes,No,,No,,,No,No,Yes,http://www.tamalefoodie.com,(312) 577-7014,0
DZhzxc_NReUEnVx0fz_iuw,The Florentine,"The Florentine - The Loop - Chicago, IL",71,4,"Restaurants, Italian, METADATA","JW Marriott Chicago 151 W Adams St Chicago, IL 60604 ",41.87917,-87.633032,"Mon-Thu, Sun 6:30 am - 10 pm Fri-Sat 6:30 am - 11 pm",No,Yes,"Street, Valet",Dressy,Yes,$$$,Yes,No,Yes,Yes,No,No,"Lunch, Dinner",Full Bar,Average,Classy,Yes,No,Yes,http://www.the-florentine.net/,(312) 660-8866,9
dZl-s2g3oYdaegpxfvOOBg,KFC,"KFC - CLOSED - South Loop - Chicago, IL",1,3,"Restaurants, Fast Food, METADATA","612 S Wabash Ave (between Balbo Ave & Harrison St) Chicago, IL 60605 ",41.873966,-87.6263,,,,,,,,,,,,,,,,,,,,,http://www.kfc.com,(312) 341-9071,0
d_8fXdA3E0IW44NYqt6haw,Petterino's,"Petterino's - The Loop - Chicago, IL",233,4,"Restaurants, American (Traditional), Italian, METADATA","150 N Dearborn St (between Randolph St & Couch Pl) Chicago, IL 60601 ",41.884643,-87.629689,Mon 11 am - 10 pm Tue-Thu 11 am - 10:30 pm Fri-Sat 11 am - 11 pm Sun 11 am - 7:30 pm,No,Yes,"Street, Valet",Casual,Yes,$$,Yes,Yes,Yes,Yes,Yes,Free,"Lunch, Dinner",Full Bar,Average,"Classy, Upscale, Casual",No,Yes,Yes,http://www.petterinos.com,(312) 422-0150,27
E-9xOANl4ZXBKhGBFCNS_g,City Tavern,"City Tavern - Near Southside - Chicago, IL",58,4,"Restaurants, American (New), METADATA","1416 S Michigan Ave (at 14th St) Chicago, IL 60605 ",41.863507,-87.624519,,No,Yes,Street,Casual,Yes,$$,Yes,No,No,Yes,Yes,No,Dinner,Full Bar,Very Loud,Casual,No,No,,http://citytavernchicago.com/,(312) 663-1278,11
EcV-fa2APc8liAF-3CAAIQ,McDonald's,"McDonald's - The Loop - Chicago, IL",2,1,"Restaurants, Fast Food, Burgers, METADATA","29 N Wacker Dr (between Arcade Pl & Dearborn St) Chicago, IL 60606 ",41.882844,-87.636617,,,,,,,,,,,,,,,,,,,,,http://www.mcdonalds.com,(312) 456-4307,0
eeMlaaZELyAtK9uh1_Pc9A,Jazzman's Cafe & Bakery,"Jazzman's Cafe & Bakery - The Loop - Chicago, IL",3,2,"Restaurants, Cafes, METADATA","100 W. Randolph St (between Michigan Ave & Beaubien Ct) Chicago, IL 60601 ",41.885153,-87.631672,,,Yes,,,,$$,,,,,,,,,,,,,,,,0
egeDp4KcOE75oF1FQGnL2A,Wow Bao Restaurant,"Wow Bao Restaurant - The Loop - Chicago, IL",162,4,"Restaurants, Asian Fusion, Chinese, METADATA","175 W Jackson Blvd (at Michigan Ave) Chicago, IL 60604 ",41.877499,-87.6332,Mon-Fri 7 am - 5:30 pm,Yes,Yes,Street,Casual,Yes,$,No,Yes,Yes,No,Yes,Free,Lunch,No,Loud,Casual,No,Yes,Yes,http://www.wowbao.com,(312) 334-6395,7
ehPIpB_hdyUboTLKsdx0Zw,The L Cafe,"The L Cafe - The Loop - Chicago, IL",11,3,"Restaurants, Breakfast & Brunch, Diners, Fast Food, METADATA","424 S Wabash Ave (between Van Buren St & Congress Pky) Chicago, IL 60605 ",41.876262,-87.626331,Mon-Fri 8 am - 5 pm Sat-Sun 8 am - 2 pm,,Yes,,,Yes,$,,,,,,Free,,No,Average,,Yes,,,http://www.tlcthelcafe.com,(312) 880-0818,2
eIWuUdgpFnvqBATlYL4Y5w,Subway Sandwiches,"Subway Sandwiches - The Loop - Chicago, IL",4,5,"Restaurants, Sandwiches, METADATA","201 N Clark (between Haddock Pl & Lake St) Chicago, IL 60601 ",41.886096,-87.630399,,,Yes,,Casual,No,$,No,,Yes,No,,,,No,,,,,,http://www.subway.com,(312) 853-0995,0
Ek6Na6DAWd5HM6hZFjoZhA,Shark's Fish & Chicken,"Shark's Fish & Chicken - The Loop - Chicago, IL",13,3,"Restaurants, Seafood, METADATA","420 S Clark St (between Van Buren St & Congress Pky) Chicago, IL 60605 ",41.876353,-87.631064,,No,Yes,Street,Casual,Yes,$,No,Yes,Yes,No,No,,Lunch,No,Quiet,,Yes,Yes,Yes,,(312) 427-2727,7
ELAeo_uNylQppUm5BDplVw,Gioco,"Gioco - Near Southside - Chicago, IL",339,4,"Restaurants, Italian, METADATA","1312 S Wabash (between 13th St & 14th St) Chicago, IL 60605 ",41.865305,-87.626158,"Mon-Thu 11:30 am - 2 pm Mon-Thu, Sun 5 pm - 10 pm Fri-Sat 5 pm - 11:30 pm",No,Yes,"Street, Valet",Casual,Yes,$$$,Yes,No,Yes,Yes,Yes,No,Dinner,Full Bar,Average,Romantic,No,No,Yes,http://www.giocorestaurant.com/,(312) 939-3870,46
eLiGKL-jjQ_iy4n_in7IFA,Korean Express,"Korean Express - CLOSED - The Loop - Chicago, IL",41,4,"Restaurants, Korean, Event Planning & Services, Caterers, METADATA","330 S Wells St Chicago, IL 60606 ",41.877109,-87.633852,,Yes,Yes,Street,Casual,Yes,$,No,Yes,Yes,No,No,,Lunch,No,Average,,,,Yes,,(312) 986-8009,2
emQGERz4XmNXQIRvtstHTw,Wow Bow,"Wow Bow - The Loop - Chicago, IL",3,4,"Restaurants, Asian Fusion, METADATA","225 N Michigan Ave (between Lake St & Wacker Pl) Chicago, IL 60601 ",41.886384,-87.623651,,,,,,,,,,Yes,,,,,,,,,,,http://www.wowbao.com/locations,(312) 226-2299,0
emywLyn-d4TpeZ32U36KQg,Bacci Pizzeria,"Bacci Pizzeria - Chicago, IL",12,4,"Restaurants, Pizza, METADATA","105 W Madison St Lower Level (between Clark St & La Salle St) Chicago, IL 60602",41.881859,-87.631171,,Yes,Yes,,Casual,Yes,$$,No,Yes,Yes,Yes,No,,,No,Average,,,,No,http://www.baccipizza.com,(312) 726-2220,2
En7wH6QM_qpJJUsn6TeuTg,Micky's Chicken & Fish,"Micky's Chicken & Fish - The Loop - Chicago, IL",35,4,"Restaurants, Seafood, Chicken Wings, METADATA","408 S Clark St (between Congress Pky & Van Buren St) Chicago, IL 60605 ",41.876541,-87.630869,Mon-Fri 9 am - 5 pm Sat 11 am - 4 pm,Yes,Yes,Street,Casual,No,$,No,Yes,Yes,No,No,No,Lunch,No,Quiet,,No,Yes,Yes,,(312) 566-0406,5
enth-cdxROZiEAnt-LUcSQ,Connie's Pizza,"Connie's Pizza - The Loop - Chicago, IL",10,4,"Restaurants, Pizza, METADATA","151 E Wacker Dr (between Beaubien Ct & Stetson Ave) Chicago, IL 60601 ",41.887706,-87.622845,,,Yes,,,,$$,,Yes,Yes,,,,,,,,,,Yes,,(312) 565-1234,1
eouoOadI4bWZqBRxWhok-w,Taza,"Taza - The Loop - Chicago, IL",346,5,"Restaurants, Middle Eastern, Mediterranean, METADATA","176 N Franklin St (between Monroe St & Couch Pl) Chicago, IL 60606 ",41.885362,-87.635706,Mon-Fri 8 am - 4 pm,Yes,Yes,Street,Casual,No,$,No,Yes,Yes,No,No,No,Lunch,No,Average,Casual,No,Yes,Yes,http://www.tazacafechicago.com/,(312) 201-9885,33
EQAXt0ylHgZ4K9gy-ECxRA,McDonald's,"McDonald's - Near West Side - Chicago, IL",7,3,"Restaurants, Fast Food, METADATA","Union Station 222 S Riverside Plz Chicago, IL 60606",41.878631,-87.638765,,Yes,Yes,,Casual,Yes,$,No,No,Yes,No,No,,,No,Loud,,,No,,,,1
EqOOUzDVHTh6ALj9hnuqZA,Subway,"Subway - The Loop - Chicago, IL",6,3,"Restaurants, Sandwiches, Fast Food, METADATA","166 W Washington St (between La Salle St & Wells St) Chicago, IL 60602 ",41.8835,-87.633089,,Yes,Yes,,Casual,Yes,$,No,No,Yes,No,No,,,No,,,,,Yes,http://www.subway.com,(312) 578-1212,1
eQWcmn_gNAl4sy4VxhqKwA,I Dream Of Falafel,"I Dream Of Falafel - The Loop - Chicago, IL",88,4,"Restaurants, Middle Eastern, Vegan, Mediterranean, METADATA","331 S Franklin St (between Jackson Blvd & Van Buren St) Chicago, IL 60606 ",41.877161,-87.634813,Mon-Fri 10:30 am - 3 pm,Yes,Yes,Street,Casual,No,$,No,No,Yes,No,No,No,Lunch,No,Loud,Casual,Yes,Yes,Yes,http://idreamoffalafel.com,(312) 913-9660,41
EsBZdYKI2zfe6c6RWvWWjA,Cardozo's Pub,"Cardozo's Pub - The Loop - Chicago, IL",38,3,"Restaurants, Italian, Nightlife, Bars, Pubs, METADATA","170 W Washington St (between La Salle St & Wells St) Chicago, IL 60602 ",41.88344,-87.633175,,No,Yes,Street,Casual,Yes,$,No,No,Yes,Yes,No,No,Lunch,Full Bar,Average,Divey,Yes,No,No,,(312) 236-1573,5
ESyDB2ssOvHzMpALZlziiw,Robinson's No 1 Ribs,"Robinson's No 1 Ribs - Near West Side - Chicago, IL",16,4,"Restaurants, Barbeque, Food, Food Delivery Services, METADATA","225 S Canal St (between Jackson Blvd & Adams St) Chicago, IL 60606 ",41.878693,-87.638924,Mon-Sun 10 am - 8:30 pm,Yes,Yes,,Casual,No,$$,No,Yes,Yes,No,No,,Lunch,,Average,,,Yes,,http://www.robinsonsribsunionstatiâ€¦,(312) 258-8477,4
eTjl8rHLGWWhc65cFjcDLA,Trattoria No. 10,"Trattoria No. 10 - The Loop - Chicago, IL",210,4,"Restaurants, Italian, METADATA","10 N Dearborn St (between Calhoun Pl & Madison St) Chicago, IL 60602 ",41.882438,-87.629705,Mon-Thu 11:30 am - 9 pm Fri 11:30 am - 10 pm Sat 5 pm - 10 pm,No,Yes,Valet,Dressy,Yes,$$$,Yes,No,No,Yes,No,No,Dinner,Full Bar,Average,"Romantic, Classy",No,,Yes,http://www.trattoriaten.com,(312) 984-1718,23
EUKauPI5hYOJ0J-2DB-C5Q,Five Guys Burgers & Fries,"Five Guys Burgers & Fries - South Loop - Chicago, IL",10,4,"Restaurants, Burgers, METADATA","1146 S Wabash Ave (between 11th St & Roosevelt Rd) Chicago, IL 60605 ",41.867825,-87.626222,Mon-Sun 11 am - 10 pm,,,,,,,,,,,,,,,,,,,,http://www.fiveguys.com,,3
EViM8bvKUwkByw3vRi84DQ,Subway,"Subway - The Loop - Chicago, IL",6,3,"Restaurants, Sandwiches, METADATA","66 E Washington St (between Wabash Ave & Dearborn St) Chicago, IL 60602 ",41.883346,-87.6255,,,Yes,,Casual,No,$,No,,Yes,No,No,,,No,,,,,,http://www.subway.com,(312) 499-6800,3
EWEq3kJkBBbttckov6A2VA,Augustino's Rock & Roll Deli,"Augustino's Rock & Roll Deli - CLOSED - The Loop - Chicago, IL",32,4,"Restaurants, Delis, Italian, METADATA","Willis Tower 233 S Wacker Dr Chicago, IL 60606 ",41.878863,-87.635908,,Yes,Yes,,Casual,Yes,$,No,Yes,Yes,No,No,,Lunch,No,,,,,Yes,http://www.augustinos.com/,(312) 258-1840,5
eZx4x6wWphM9hZalm2L1lA,Chicago Curry House,"Chicago Curry House - South Loop - Chicago, IL",174,4,"Restaurants, Indian, Himalayan/Nepalese, METADATA","899 S Plymouth Ct (between 9th St & Polk St) Chicago, IL 60605 Serving Chicago and surrounding area ",41.870819,-87.628329,Mon-Sun 9 am - 10 pm,Yes,Yes,Street,Casual,Yes,$$,Yes,Yes,Yes,Yes,No,No,Dinner,Full Bar,Average,Casual,No,Yes,Yes,http://www.curryhouseonline.com,(312) 362-9999,116
F73xWeDRwTl7HnyTt-4Ssw,The Walnut Room,"The Walnut Room - The Loop - Chicago, IL",150,3,"Restaurants, American (Traditional), METADATA","Marshall Field's 111 N State St Chicago, IL 60602",41.883894,-87.627398,,Yes,Yes,Garage,Casual,Yes,$$,Yes,No,No,Yes,No,No,Lunch,Full Bar,Average,Classy,No,No,Yes,,(312) 781-3125,26
FdvDkic01XqyXwEJkC8tBg,Halsted Street Deli,"Halsted Street Deli - The Loop - Chicago, IL",15,3,"Restaurants, Delis, METADATA","222 N La Salle St (between Haddock Pl & Lasalle St) Chicago, IL 60601 ",41.886511,-87.633599,Mon-Fri 7 am - 2:30 pm,Yes,Yes,Street,Casual,Yes,$,No,No,Yes,No,No,,Lunch,No,Average,,,Yes,Yes,http://halstedstreetdeli2.com,(312) 658-0810,2
Fgl04axrbbbEe3ckVx0FVg,Emil's Bar & Grill,"Emil's Bar & Grill - CLOSED - Chicago, IL",27,3,"Restaurants, American (Traditional), METADATA","101 N Wacker Dr Lbby 1 Chicago, IL 60606",41.883556,-87.636409,,No,Yes,,Dressy,Yes,$$$,Yes,No,Yes,Yes,Yes,,,Full Bar,,,,,Yes,http://emilschicago.com,(312) 332-4333,1
